/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 05:10:18:408 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 05:10:19:385 1 sec: 48000 operations; 48000 current ops/sec; est completion in 8 minutes [INSERT: Count=48000, Max=459519, Min=251520, Avg=360328, 90=456959, 99=459519, 99.9=459519, 99.99=459519] 
2025-05-01 05:11:55:385 97 sec: 10488000 operations; 148000 current ops/sec; est completion in 2 minutes [INSERT: Count=148000, Max=13287423, Min=5222400, Avg=6258549.62, 90=6471679, 99=13279231, 99.9=13287423, 99.99=13287423] 
2025-05-01 05:11:56:385 98 sec: 10528000 operations; 40000 current ops/sec; est completion in 2 minutes [INSERT: Count=40000, Max=13910015, Min=5001216, Avg=6060953.6, 90=5656575, 99=13910015, 99.9=13910015, 99.99=13910015] 
2025-05-01 05:11:57:385 99 sec: 10548000 operations; 20000 current ops/sec; est completion in 2 minutes [INSERT: Count=20000, Max=15138815, Min=5730304, Avg=8651366.4, 90=14524415, 99=15138815, 99.9=15138815, 99.99=15138815] 
2025-05-01 05:11:58:385 100 sec: 10568000 operations; 20000 current ops/sec; est completion in 2 minutes [INSERT: Count=20000, Max=15761407, Min=6496256, Avg=9418547.2, 90=15679487, 99=15761407, 99.9=15761407, 99.99=15761407] 
2025-05-01 05:11:59:385 101 sec: 10712000 operations; 144000 current ops/sec; est completion in 2 minutes [INSERT: Count=144000, Max=16146431, Min=7221248, Avg=14641920, 90=15908863, 99=16105471, 99.9=16146431, 99.99=16146431] 
2025-05-01 05:12:00:385 102 sec: 10852000 operations; 140000 current ops/sec; est completion in 2 minutes [INSERT: Count=140000, Max=15048703, Min=8024064, Avg=13860659.2, 90=14778367, 99=15007743, 99.9=15048703, 99.99=15048703] 
2025-05-01 05:12:01:385 103 sec: 11000000 operations; 148000 current ops/sec; est completion in 1 minute [INSERT: Count=148000, Max=13869055, Min=8814592, Avg=12772877.84, 90=13598719, 99=13828095, 99.9=13869055, 99.99=13869055] 
2025-05-01 05:12:02:385 104 sec: 11146000 operations; 146000 current ops/sec; est completion in 1 minute [INSERT: Count=146000, Max=12541951, Min=9740288, Avg=11593138.85, 90=12279807, 99=12500991, 99.9=12541951, 99.99=12541951] 
2025-05-01 05:12:03:385 105 sec: 11296000 operations; 150000 current ops/sec; est completion in 1 minute [INSERT: Count=150000, Max=11280383, Min=9396224, Avg=10391879.68, 90=10985471, 99=11239423, 99.9=11280383, 99.99=11280383] 
2025-05-01 05:12:04:385 106 sec: 11443000 operations; 147000 current ops/sec; est completion in 1 minute [INSERT: Count=147000, Max=12124159, Min=8085504, Avg=9209103.67, 90=9756671, 99=12025855, 99.9=12124159, 99.99=12124159] 
2025-05-01 05:12:05:385 107 sec: 11566000 operations; 123000 current ops/sec; est completion in 1 minute [INSERT: Count=123000, Max=12926975, Min=7020544, Avg=8194930.47, 90=8486911, 99=12877823, 99.9=12926975, 99.99=12926975] 
2025-05-01 05:12:06:385 108 sec: 11576000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=13836287, Min=7712768, Avg=11330355.2, 90=13795327, 99=13836287, 99.9=13836287, 99.99=13836287] 
2025-05-01 05:12:07:385 109 sec: 11586000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=14729215, Min=8404992, Avg=12155289.6, 90=14639103, 99=14729215, 99.9=14729215, 99.99=14729215] 
2025-05-01 05:12:08:385 110 sec: 11599000 operations; 13000 current ops/sec; est completion in 1 minute [INSERT: Count=13000, Max=15704063, Min=9101312, Avg=12350700.31, 90=15654911, 99=15704063, 99.9=15704063, 99.99=15704063] 
2025-05-01 05:12:09:385 111 sec: 11610000 operations; 11000 current ops/sec; est completion in 1 minute [INSERT: Count=11000, Max=16588799, Min=10297344, Avg=13763677.09, 90=16506879, 99=16588799, 99.9=16588799, 99.99=16588799] 
2025-05-01 05:12:10:385 112 sec: 11619000 operations; 9000 current ops/sec; est completion in 1 minute [INSERT: Count=9000, Max=17514495, Min=11198464, Avg=14670051.56, 90=17514495, 99=17514495, 99.9=17514495, 99.99=17514495] 
2025-05-01 05:12:11:385 113 sec: 11631000 operations; 12000 current ops/sec; est completion in 1 minute [INSERT: Count=12000, Max=18366463, Min=11894784, Avg=15216640, 90=18186239, 99=18366463, 99.9=18366463, 99.99=18366463] 
2025-05-01 05:12:12:385 114 sec: 11642000 operations; 11000 current ops/sec; est completion in 1 minute [INSERT: Count=11000, Max=19070975, Min=13082624, Avg=15918545.45, 90=18989055, 99=19070975, 99.9=19070975, 99.99=19070975] 
2025-05-01 05:12:13:385 115 sec: 11764000 operations; 122000 current ops/sec; est completion in 1 minute [INSERT: Count=122000, Max=19464191, Min=13991936, Avg=18758739.93, 90=19382271, 99=19447807, 99.9=19464191, 99.99=19464191] 
2025-05-01 05:12:14:385 116 sec: 11875000 operations; 111000 current ops/sec; est completion in 1 minute [INSERT: Count=111000, Max=18612223, Min=14688256, Avg=17851032.22, 90=18431999, 99=18595839, 99.9=18612223, 99.99=18612223] 
2025-05-01 05:12:15:385 117 sec: 11999000 operations; 124000 current ops/sec; est completion in 1 minute [INSERT: Count=124000, Max=17842175, Min=15867904, Avg=17090725.16, 90=17580031, 99=17793023, 99.9=17842175, 99.99=17842175] 
2025-05-01 05:12:16:385 118 sec: 12121000 operations; 122000 current ops/sec; est completion in 1 minute [INSERT: Count=122000, Max=17743871, Min=15548416, Avg=16226874.75, 90=16842751, 99=17563647, 99.9=17743871, 99.99=17743871] 
2025-05-01 05:12:17:385 119 sec: 12251000 operations; 130000 current ops/sec; est completion in 1 minute [INSERT: Count=130000, Max=18186239, Min=14204928, Avg=15128040.37, 90=15589375, 99=17661951, 99.9=18186239, 99.99=18186239] 
2025-05-01 05:12:18:385 120 sec: 12379000 operations; 128000 current ops/sec; est completion in 1 minute [INSERT: Count=128000, Max=18874367, Min=13410304, Avg=14181664, 90=14704639, 99=18776063, 99.9=18874367, 99.99=18874367] 
2025-05-01 05:12:19:385 121 sec: 12609000 operations; 230000 current ops/sec; est completion in 1 minute [INSERT: Count=230000, Max=19841023, Min=12263424, Avg=15944890.99, 90=19513343, 99=19808255, 99.9=19841023, 99.99=19841023] 
2025-05-01 05:12:20:385 122 sec: 12859000 operations; 250000 current ops/sec; est completion in 1 minute [INSERT: Count=250000, Max=18857983, Min=11419648, Avg=15296954.37, 90=18464767, 99=18808831, 99.9=18857983, 99.99=18857983] 
2025-05-01 05:12:21:385 123 sec: 13008000 operations; 149000 current ops/sec; est completion in 1 minute [INSERT: Count=149000, Max=17530879, Min=11714560, Avg=16417647.68, 90=17285119, 99=17481727, 99.9=17530879, 99.99=17530879] 
2025-05-01 05:12:22:385 124 sec: 13154000 operations; 146000 current ops/sec; est completion in 1 minute [INSERT: Count=146000, Max=16187391, Min=12566528, Avg=15206876.93, 90=15949823, 99=16146431, 99.9=16187391, 99.99=16187391] 
2025-05-01 05:12:23:385 125 sec: 13303000 operations; 149000 current ops/sec; est completion in 1 minute [INSERT: Count=149000, Max=14917631, Min=13017088, Avg=14040015.89, 90=14663679, 99=14893055, 99.9=14917631, 99.99=14917631] 
2025-05-01 05:12:24:385 126 sec: 13449000 operations; 146000 current ops/sec; est completion in 1 minute [INSERT: Count=146000, Max=15114239, Min=11681792, Avg=12823004.93, 90=13434879, 99=14966783, 99.9=15114239, 99.99=15114239] 
2025-05-01 05:12:25:385 127 sec: 13465000 operations; 16000 current ops/sec; est completion in 1 minute [INSERT: Count=16000, Max=15958015, Min=11649024, Avg=13905920, 90=15818751, 99=15958015, 99.9=15958015, 99.99=15958015] 
2025-05-01 05:12:26:385 128 sec: 13477000 operations; 12000 current ops/sec; est completion in 1 minute [INSERT: Count=12000, Max=16728063, Min=13025280, Avg=15341568, 90=16662527, 99=16728063, 99.9=16728063, 99.99=16728063] 
2025-05-01 05:12:27:385 129 sec: 13490000 operations; 13000 current ops/sec; est completion in 1 minute [INSERT: Count=13000, Max=17825791, Min=13811712, Avg=15665309.54, 90=17432575, 99=17825791, 99.9=17825791, 99.99=17825791] 
2025-05-01 05:12:28:385 130 sec: 13500000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=18513919, Min=14598144, Avg=17013145.6, 90=18399231, 99=18513919, 99.9=18513919, 99.99=18513919] 
2025-05-01 05:12:29:385 131 sec: 13510000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=19529727, Min=15384576, Avg=17648435.2, 90=19218431, 99=19529727, 99.9=19529727, 99.99=19529727] 
2025-05-01 05:12:30:385 132 sec: 13519000 operations; 9000 current ops/sec; est completion in 1 minute [INSERT: Count=9000, Max=20627455, Min=16957440, Avg=18760590.22, 90=20627455, 99=20627455, 99.9=20627455, 99.99=20627455] 
2025-05-01 05:12:31:385 133 sec: 13529000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=21331967, Min=17743872, Avg=19716505.6, 90=21200895, 99=21331967, 99.9=21331967, 99.99=21331967] 
2025-05-01 05:12:32:385 134 sec: 13538000 operations; 9000 current ops/sec; est completion in 1 minute [INSERT: Count=9000, Max=22331391, Min=18530304, Avg=20502755.56, 90=22331391, 99=22331391, 99.9=22331391, 99.99=22331391] 
2025-05-01 05:12:33:385 135 sec: 13549000 operations; 11000 current ops/sec; est completion in 1 minute [INSERT: Count=11000, Max=23035903, Min=19316736, Avg=20903749.82, 90=22724607, 99=23035903, 99.9=23035903, 99.99=23035903] 
2025-05-01 05:12:34:385 136 sec: 13559000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=24117247, Min=20103168, Avg=22513254.4, 90=23887871, 99=24117247, 99.9=24117247, 99.99=24117247] 
2025-05-01 05:12:35:385 137 sec: 13587000 operations; 28000 current ops/sec; est completion in 1 minute [INSERT: Count=28000, Max=25051135, Min=20889600, Avg=24193901.71, 90=25018367, 99=25051135, 99.9=25051135, 99.99=25051135] 
2025-05-01 05:12:36:385 138 sec: 13719000 operations; 132000 current ops/sec; est completion in 1 minute [INSERT: Count=132000, Max=24854527, Min=22315008, Avg=24064620.61, 90=24592383, 99=24821759, 99.9=24854527, 99.99=24854527] 
2025-05-01 05:12:37:385 139 sec: 13812000 operations; 93000 current ops/sec; est completion in 1 minute [INSERT: Count=93000, Max=24166399, Min=22855680, Avg=23391154.92, 90=23838719, 99=24166399, 99.9=24166399, 99.99=24166399] 
2025-05-01 05:12:38:385 140 sec: 13999000 operations; 187000 current ops/sec; est completion in 1 minute [INSERT: Count=187000, Max=24772607, Min=21921792, Avg=23091495.7, 90=24461311, 99=24739839, 99.9=24772607, 99.99=24772607] 
2025-05-01 05:12:39:385 141 sec: 14250000 operations; 251000 current ops/sec; est completion in 1 minute [INSERT: Count=251000, Max=24215551, Min=20873216, Avg=22498528.38, 90=23805951, 99=24150015, 99.9=24215551, 99.99=24215551] 
2025-05-01 05:12:40:385 142 sec: 14514000 operations; 264000 current ops/sec; est completion in 1 minute [INSERT: Count=265000, Max=22937599, Min=19841024, Avg=21334719.28, 90=22560767, 99=22904831, 99.9=22937599, 99.99=22937599] 
2025-05-01 05:12:41:385 143 sec: 14779000 operations; 265000 current ops/sec; est completion in 1 minute [INSERT: Count=264000, Max=21610495, Min=18743296, Avg=20121910.3, 90=21250047, 99=21577727, 99.9=21610495, 99.99=21610495] 
2025-05-01 05:12:42:385 144 sec: 15041000 operations; 262000 current ops/sec; est completion in 1 minute [INSERT: Count=262000, Max=20348927, Min=17694720, Avg=18932337.34, 90=19922943, 99=20299775, 99.9=20348927, 99.99=20348927] 
2025-05-01 05:12:43:385 145 sec: 15267000 operations; 226000 current ops/sec; est completion in 1 minute [INSERT: Count=226000, Max=19021823, Min=16924672, Avg=17860372.39, 90=18694143, 99=18972671, 99.9=19021823, 99.99=19021823] 
2025-05-01 05:12:44:385 146 sec: 15394000 operations; 127000 current ops/sec; est completion in 1 minute [INSERT: Count=127000, Max=18268159, Min=15982592, Avg=16986982.8, 90=17580031, 99=18022399, 99.9=18268159, 99.99=18268159] 
2025-05-01 05:12:45:385 147 sec: 15405000 operations; 11000 current ops/sec; est completion in 1 minute [INSERT: Count=11000, Max=18989055, Min=16859136, Avg=18070807.27, 90=18841599, 99=18989055, 99.9=18989055, 99.99=18989055] 
2025-05-01 05:12:46:385 148 sec: 15417000 operations; 12000 current ops/sec; est completion in 1 minute [INSERT: Count=12000, Max=19955711, Min=17743872, Avg=19023189.33, 90=19791871, 99=19955711, 99.9=19955711, 99.99=19955711] 
2025-05-01 05:12:47:385 149 sec: 15428000 operations; 11000 current ops/sec; est completion in 1 minute [INSERT: Count=11000, Max=20758527, Min=18628608, Avg=19873047.27, 90=20676607, 99=20758527, 99.9=20758527, 99.99=20758527] 
2025-05-01 05:12:48:385 150 sec: 15440000 operations; 12000 current ops/sec; est completion in 1 minute [INSERT: Count=12000, Max=21643263, Min=19513344, Avg=20709376, 90=21512191, 99=21643263, 99.9=21643263, 99.99=21643263] 
2025-05-01 05:12:49:385 151 sec: 15452000 operations; 12000 current ops/sec; est completion in 1 minute [INSERT: Count=12000, Max=22609919, Min=20398080, Avg=21745664, 90=22478847, 99=22609919, 99.9=22609919, 99.99=22609919] 
2025-05-01 05:12:50:385 152 sec: 15463000 operations; 11000 current ops/sec; est completion in 1 minute [INSERT: Count=11000, Max=23494655, Min=21282816, Avg=22607685.82, 90=23298047, 99=23494655, 99.9=23494655, 99.99=23494655] 
2025-05-01 05:12:51:385 153 sec: 15471000 operations; 8000 current ops/sec; est completion in 1 minute [INSERT: Count=8000, Max=24051711, Min=22167552, Avg=23267328, 90=24051711, 99=24051711, 99.9=24051711, 99.99=24051711] 
2025-05-01 05:12:52:385 154 sec: 15481000 operations; 10000 current ops/sec; est completion in 1 minute [INSERT: Count=10000, Max=25411583, Min=23052288, Avg=24341708.8, 90=25182207, 99=25411583, 99.9=25411583, 99.99=25411583] 
2025-05-01 05:12:53:385 155 sec: 15489000 operations; 8000 current ops/sec; est completion in 1 minute [INSERT: Count=8000, Max=26198015, Min=23937024, Avg=25139200, 90=26198015, 99=26198015, 99.9=26198015, 99.99=26198015] 
2025-05-01 05:12:54:385 156 sec: 15498000 operations; 9000 current ops/sec; est completion in 1 minute [INSERT: Count=9000, Max=27099135, Min=24821760, Avg=26096981.33, 90=27099135, 99=27099135, 99.9=27099135, 99.99=27099135] 
2025-05-01 05:12:55:385 157 sec: 15507000 operations; 9000 current ops/sec; est completion in 1 minute [INSERT: Count=9000, Max=27983871, Min=25706496, Avg=27027228.44, 90=27983871, 99=27983871, 99.9=27983871, 99.99=27983871] 
2025-05-01 05:12:56:385 158 sec: 15567000 operations; 60000 current ops/sec; est completion in 1 minute [INSERT: Count=60940, Max=28721151, Min=26591232, Avg=28302763.14, 90=28590079, 99=28721151, 99.9=28721151, 99.99=28721151] 
2025-05-01 05:12:57:385 159 sec: 15739000 operations; 172000 current ops/sec; est completion in 1 minute [INSERT: Count=171060, Max=28590079, Min=26886144, Avg=27670759.07, 90=28327935, 99=28590079, 99.9=28590079, 99.99=28590079] 
2025-05-01 05:12:58:385 160 sec: 16005000 operations; 266000 current ops/sec; est completion in 59 seconds [INSERT: Count=266000, Max=28295167, Min=25608192, Avg=26864832.48, 90=27885567, 99=28262399, 99.9=28295167, 99.99=28295167] 
2025-05-01 05:12:59:385 161 sec: 16274000 operations; 269000 current ops/sec; est completion in 57 seconds [INSERT: Count=270000, Max=27131903, Min=24379392, Avg=25647877.69, 90=26689535, 99=27082751, 99.9=27131903, 99.99=27131903] 
2025-05-01 05:13:00:385 162 sec: 16545000 operations; 271000 current ops/sec; est completion in 55 seconds [INSERT: Count=270000, Max=25853951, Min=23085056, Avg=24380302.22, 90=25411583, 99=25804799, 99.9=25853951, 99.99=25853951] 
2025-05-01 05:13:01:385 163 sec: 16817000 operations; 272000 current ops/sec; est completion in 54 seconds [INSERT: Count=272000, Max=24674303, Min=21856256, Avg=23143424, 90=24199167, 99=24592383, 99.9=24674303, 99.99=24674303] 
2025-05-01 05:13:02:385 164 sec: 17076000 operations; 259000 current ops/sec; est completion in 52 seconds [INSERT: Count=259000, Max=23330815, Min=20774912, Avg=21943774.39, 90=22921215, 99=23281663, 99.9=23330815, 99.99=23330815] 
2025-05-01 05:13:03:385 165 sec: 17145000 operations; 69000 current ops/sec; est completion in 51 seconds [INSERT: Count=69000, Max=21987327, Min=20873216, Avg=21492602.43, 90=21872639, 99=21987327, 99.9=21987327, 99.99=21987327] 
2025-05-01 05:13:04:385 166 sec: 17165000 operations; 20000 current ops/sec; est completion in 50 seconds [INSERT: Count=20000, Max=22822911, Min=21807104, Avg=22188032, 90=22544383, 99=22822911, 99.9=22822911, 99.99=22822911] 
2025-05-01 05:13:05:385 167 sec: 17192000 operations; 27000 current ops/sec; est completion in 49 seconds [INSERT: Count=27000, Max=23773183, Min=22446080, Avg=23026498.37, 90=23543807, 99=23773183, 99.9=23773183, 99.99=23773183] 
2025-05-01 05:13:06:385 168 sec: 17217000 operations; 25000 current ops/sec; est completion in 48 seconds [INSERT: Count=25000, Max=24412159, Min=23281664, Avg=23770890.24, 90=24199167, 99=24412159, 99.9=24412159, 99.99=24412159] 
2025-05-01 05:13:07:385 169 sec: 17241000 operations; 24000 current ops/sec; est completion in 47 seconds [INSERT: Count=24000, Max=25280511, Min=23920640, Avg=24590336, 90=25067519, 99=25280511, 99.9=25280511, 99.99=25280511] 
2025-05-01 05:13:08:385 170 sec: 17264000 operations; 23000 current ops/sec; est completion in 46 seconds [INSERT: Count=23000, Max=25935871, Min=24788992, Avg=25359938.78, 90=25722879, 99=25935871, 99.9=25935871, 99.99=25935871] 
2025-05-01 05:13:09:385 171 sec: 17289000 operations; 25000 current ops/sec; est completion in 45 seconds [INSERT: Count=25000, Max=26787839, Min=25444352, Avg=26200309.76, 90=26591231, 99=26787839, 99.9=26787839, 99.99=26787839] 
2025-05-01 05:13:10:385 172 sec: 17311000 operations; 22000 current ops/sec; est completion in 44 seconds [INSERT: Count=22000, Max=27574271, Min=26312704, Avg=26995618.91, 90=27361279, 99=27574271, 99.9=27574271, 99.99=27574271] 
2025-05-01 05:13:11:385 173 sec: 17334000 operations; 23000 current ops/sec; est completion in 43 seconds [INSERT: Count=23000, Max=28295167, Min=27181056, Avg=27779784.35, 90=28229631, 99=28295167, 99.9=28295167, 99.99=28295167] 
2025-05-01 05:13:12:385 174 sec: 17354000 operations; 20000 current ops/sec; est completion in 42 seconds [INSERT: Count=20000, Max=29097983, Min=27820032, Avg=28567961.6, 90=28966911, 99=29097983, 99.9=29097983, 99.99=29097983] 
2025-05-01 05:13:13:385 175 sec: 17369000 operations; 15000 current ops/sec; est completion in 41 seconds [INSERT: Count=15000, Max=29949951, Min=28852224, Avg=29466624, 90=29900799, 99=29949951, 99.9=29949951, 99.99=29949951] 
2025-05-01 05:13:14:385 176 sec: 17383000 operations; 14000 current ops/sec; est completion in 40 seconds [INSERT: Count=14000, Max=30834687, Min=29589504, Avg=30334976, 90=30818303, 99=30834687, 99.9=30834687, 99.99=30834687] 
2025-05-01 05:13:15:385 177 sec: 17485000 operations; 102000 current ops/sec; est completion in 39 seconds [INSERT: Count=102000, Max=31768575, Min=29753344, Avg=30515842.51, 90=30998527, 99=31555583, 99.9=31768575, 99.99=31768575] 
2025-05-01 05:13:16:385 178 sec: 17633000 operations; 148000 current ops/sec; est completion in 38 seconds [INSERT: Count=148000, Max=32751615, Min=28442624, Avg=29682383.57, 90=30294015, 99=32702463, 99.9=32751615, 99.99=32751615] 
2025-05-01 05:13:17:385 179 sec: 17891000 operations; 258000 current ops/sec; est completion in 36 seconds [INSERT: Count=258000, Max=32669695, Min=27164672, Avg=29998786.48, 90=32374783, 99=32604159, 99.9=32669695, 99.99=32669695] 
2025-05-01 05:13:18:385 180 sec: 18135000 operations; 244000 current ops/sec; est completion in 35 seconds [INSERT: Count=244000, Max=32047103, Min=25870336, Avg=28798103.08, 90=31653887, 99=31965183, 99.9=32047103, 99.99=32047103] 
2025-05-01 05:13:19:385 181 sec: 18394000 operations; 259000 current ops/sec; est completion in 33 seconds [INSERT: Count=259000, Max=30932991, Min=24625152, Avg=27791091.15, 90=30572543, 99=30867455, 99.9=30932991, 99.99=30932991] 
2025-05-01 05:13:20:385 182 sec: 18638000 operations; 244000 current ops/sec; est completion in 32 seconds [INSERT: Count=244000, Max=29933567, Min=23642112, Avg=27019163.28, 90=29589503, 99=29884415, 99.9=29933567, 99.99=29933567] 
2025-05-01 05:13:21:385 183 sec: 18784000 operations; 146000 current ops/sec; est completion in 30 seconds [INSERT: Count=146000, Max=28606463, Min=23887872, Avg=27615456.44, 90=28409855, 99=28557311, 99.9=28606463, 99.99=28606463] 
2025-05-01 05:13:22:385 184 sec: 18932000 operations; 148000 current ops/sec; est completion in 29 seconds [INSERT: Count=148000, Max=27443199, Min=24608768, Avg=26563556.32, 90=27197439, 99=27410431, 99.9=27443199, 99.99=27443199] 
2025-05-01 05:13:23:385 185 sec: 18991000 operations; 59000 current ops/sec; est completion in 28 seconds [INSERT: Count=59000, Max=26656767, Min=25477120, Avg=25965724.2, 90=26230783, 99=26656767, 99.9=26656767, 99.99=26656767] 
2025-05-01 05:13:24:385 186 sec: 19020000 operations; 29000 current ops/sec; est completion in 27 seconds [INSERT: Count=29000, Max=27459583, Min=26181632, Avg=26764958.9, 90=27246591, 99=27459583, 99.9=27459583, 99.99=27459583] 
2025-05-01 05:13:25:385 187 sec: 19046000 operations; 26000 current ops/sec; est completion in 26 seconds [INSERT: Count=26000, Max=28147711, Min=27033600, Avg=27569230.77, 90=27967487, 99=28147711, 99.9=28147711, 99.99=28147711] 
2025-05-01 05:13:26:385 188 sec: 19073000 operations; 27000 current ops/sec; est completion in 25 seconds [INSERT: Count=27000, Max=28966911, Min=27721728, Avg=28327632.59, 90=28753919, 99=28966911, 99.9=28966911, 99.99=28966911] 
2025-05-01 05:13:27:385 189 sec: 19099000 operations; 26000 current ops/sec; est completion in 24 seconds [INSERT: Count=26000, Max=29655039, Min=28573696, Avg=29093572.92, 90=29507583, 99=29655039, 99.9=29655039, 99.99=29655039] 
2025-05-01 05:13:28:385 190 sec: 19131000 operations; 32000 current ops/sec; est completion in 23 seconds [INSERT: Count=32000, Max=30539775, Min=29229056, Avg=29887488, 90=30326783, 99=30539775, 99.9=30539775, 99.99=30539775] 
2025-05-01 05:13:29:385 191 sec: 19156000 operations; 25000 current ops/sec; est completion in 22 seconds [INSERT: Count=25000, Max=31195135, Min=30097408, Avg=30650204.16, 90=30998527, 99=31195135, 99.9=31195135, 99.99=31195135] 
2025-05-01 05:13:30:385 192 sec: 19187000 operations; 31000 current ops/sec; est completion in 21 seconds [INSERT: Count=31000, Max=32047103, Min=30736384, Avg=31408392.26, 90=31834111, 99=32047103, 99.9=32047103, 99.99=32047103] 
2025-05-01 05:13:31:385 193 sec: 19212000 operations; 25000 current ops/sec; est completion in 19 seconds [INSERT: Count=25000, Max=32735231, Min=31588352, Avg=32159498.24, 90=32505855, 99=32735231, 99.9=32735231, 99.99=32735231] 
2025-05-01 05:13:32:385 194 sec: 19235000 operations; 23000 current ops/sec; est completion in 18 seconds [INSERT: Count=23000, Max=33488895, Min=32407552, Avg=32927922.09, 90=33374207, 99=33488895, 99.9=33488895, 99.99=33488895] 
2025-05-01 05:13:33:385 195 sec: 19258000 operations; 23000 current ops/sec; est completion in 17 seconds [INSERT: Count=23000, Max=34537471, Min=33161216, Avg=33717915.83, 90=34144255, 99=34537471, 99.9=34537471, 99.99=34537471] 
2025-05-01 05:13:34:385 196 sec: 19283000 operations; 25000 current ops/sec; est completion in 16 seconds [INSERT: Count=25000, Max=35356671, Min=33980416, Avg=34539438.08, 90=34996223, 99=35356671, 99.9=35356671, 99.99=35356671] 
2025-05-01 05:13:35:385 197 sec: 19300000 operations; 17000 current ops/sec; est completion in 15 seconds [INSERT: Count=17000, Max=36110335, Min=34734080, Avg=35328722.82, 90=36012031, 99=36110335, 99.9=36110335, 99.99=36110335] 
2025-05-01 05:13:36:385 198 sec: 19323000 operations; 23000 current ops/sec; est completion in 14 seconds [INSERT: Count=23000, Max=37060607, Min=35553280, Avg=36260641.39, 90=36863999, 99=37060607, 99.9=37060607, 99.99=37060607] 
2025-05-01 05:13:37:385 199 sec: 19454000 operations; 131000 current ops/sec; est completion in 12 seconds [INSERT: Count=131000, Max=37289983, Min=35291136, Avg=36250538.02, 90=36863999, 99=37158911, 99.9=37289983, 99.99=37289983] 
2025-05-01 05:13:38:385 200 sec: 19688000 operations; 234000 current ops/sec; est completion in 11 seconds [INSERT: Count=234000, Max=37650431, Min=34373632, Avg=36049001.03, 90=37289983, 99=37552127, 99.9=37650431, 99.99=37650431] 
2025-05-01 05:13:39:385 201 sec: 19948000 operations; 260000 current ops/sec; est completion in 10 seconds [INSERT: Count=260000, Max=36569087, Min=33259520, Avg=35008543.51, 90=36241407, 99=36503551, 99.9=36569087, 99.99=36569087] 
